CHROM	BIN_START	BIN_END	N_VARIANTS	WEIGHTED_FST	MEAN_FST	Significance at p = 0.05
BgChr_7	10400001	10410000	145	0.0472173	0.0459202	NO
BgChr_7	10405001	10415000	121	0.0476131	0.0457711	NO
BgChr_7	10410001	10420000	74	0.0360554	0.0351693	NO
BgChr_7	10415001	10425000	41	0.0362212	0.0356409	NO
BgChr_7	10420001	10430000	35	0.0539509	0.0524795	NO
BgChr_7	10425001	10435000	34	0.0488305	0.0475316	NO
BgChr_7	10430001	10440000	33	0.0247333	0.0236608	NO
BgChr_7	10435001	10445000	73	0.0159435	0.0137073	NO
BgChr_7	10450001	10460000	72	0.0315284	0.0296791	NO
BgChr_7	10455001	10465000	47	0.0363231	0.0349181	NO
BgChr_7	10460001	10470000	19	0.022604	0.0212801	NO
BgChr_7	10465001	10475000	15	0.0100108	0.00965871	NO
BgChr_7	10470001	10480000	14	0.024264	0.0236726	NO
BgChr_7	10475001	10485000	35	0.0222827	0.0209145	NO
BgChr_7	10480001	10490000	44	0.0335551	0.0312341	NO
BgChr_7	10485001	10495000	109	0.0461542	0.0453118	NO
BgChr_7	10490001	10500000	120	0.0432033	0.0425762	NO
BgChr_7	10495001	10505000	65	0.0368464	0.0357057	NO
BgChr_7	10500001	10510000	138	0.0082903	0.00619478	NO
BgChr_7	10505001	10515000	171	0.0126377	0.0106142	NO
BgChr_7	10510001	10520000	96	0.031039	0.0297039	NO
BgChr_7	10515001	10525000	52	0.0397292	0.0382914	NO
BgChr_7	10520001	10530000	63	0.0471859	0.0455571	NO
BgChr_7	10525001	10535000	102	0.0434252	0.0420925	NO
BgChr_7	10530001	10540000	93	0.0398728	0.0385881	NO
BgChr_7	10535001	10545000	71	0.0348183	0.0336055	NO
BgChr_7	10540001	10550000	81	0.0335403	0.0329828	NO
BgChr_7	10545001	10555000	90	0.0329051	0.0324026	NO
BgChr_7	10550001	10560000	104	0.0299365	0.0290056	NO
BgChr_7	10555001	10565000	91	0.0197107	0.0179195	NO
BgChr_7	10560001	10570000	71	0.0161752	0.0140091	NO
BgChr_7	10565001	10575000	101	0.0640822	0.0614719	NO
BgChr_7	10570001	10580000	130	0.0811386	0.0792655	NO
BgChr_7	10575001	10585000	133	0.0571394	0.0549443	NO
BgChr_7	10580001	10590000	145	0.0327831	0.031839	NO
BgChr_7	10585001	10595000	98	0.0273187	0.026747	NO
BgChr_7	10590001	10600000	89	0.0504852	0.0491343	NO
BgChr_7	10595001	10605000	191	0.0480711	0.0471195	NO
BgChr_7	10600001	10610000	213	0.0385361	0.0376531	NO
BgChr_7	10605001	10615000	170	0.041227	0.0398193	NO
BgChr_7	10610001	10620000	167	0.0487413	0.0477635	NO
BgChr_7	10615001	10625000	152	0.0411259	0.0404501	NO
BgChr_7	10620001	10630000	163	0.0309677	0.0306256	NO
BgChr_7	10625001	10635000	212	0.0344727	0.034215	NO
BgChr_7	10630001	10640000	229	0.0329596	0.0325713	NO
BgChr_7	10635001	10645000	228	0.0360988	0.0355239	NO
BgChr_7	10640001	10650000	205	0.0399328	0.0394829	NO
BgChr_7	10645001	10655000	207	0.0344355	0.0340508	NO
BgChr_7	10650001	10660000	217	0.0371499	0.0366623	NO
BgChr_7	10655001	10665000	164	0.0239923	0.0236454	NO
BgChr_7	10840001	10850000	90	0.0124599	0.0115928	NO
BgChr_7	11975001	11985000	18	0.0080973	0.00773685	NO
BgChr_7	14300001	14310000	3	0.0122293	0.00976219	NO
BgChr_7	14305001	14315000	2	0.0233402	0.0234868	NO
BgChr_7	14560001	14570000	2	0.00600525	0.00506961	NO
BgChr_7	14565001	14575000	2	0.00600525	0.00506961	NO
BgChr_7	18425001	18435000	10	0.0206592	0.0230922	NO
BgChr_7	23605001	23615000	6	0.0266914	0.0286406	NO
BgChr_7	28475001	28485000	3	0.047414	0.0437548	NO
BgChr_7	28480001	28490000	2	0.0586327	0.0532776	NO
BgChr_7	30625001	30635000	11	0.00855991	0.00912909	NO
BgChr_7	30630001	30640000	1	0.0295924	0.0295924	NO
BgChr_7	30635001	30645000	1	0.0295924	0.0295924	NO
BgChr_7	30655001	30665000	10	0.00667252	0.00692722	NO
BgChr_7	30660001	30670000	4	0.0226462	0.0229025	NO
BgChr_7	30705001	30715000	2	0.0404435	0.0424145	NO
BgChr_7	30710001	30720000	17	0.0230253	0.0252551	NO
BgChr_7	30715001	30725000	19	0.0200906	0.0219262	NO
BgChr_7	30720001	30730000	6	0.00897491	0.00897483	NO
BgChr_7	30780001	30790000	3	0.00609648	0.00583709	NO
BgChr_7	30785001	30795000	3	0.00609648	0.00583709	NO
BgChr_7	30805001	30815000	8	0.00883206	0.00733065	NO
BgChr_7	34760001	34770000	4	0.000482158	0.00149169	NO
BgChr_7	34800001	34810000	1	0.0131001	0.0131001	NO
BgChr_7	35880001	35890000	1	0.0879865	0.0879865	NO
BgChr_7	35885001	35895000	1	0.0879865	0.0879865	NO
BgChr_7	35935001	35945000	1	0.0121129	0.0121129	NO
BgChr_7	35940001	35950000	1	0.0121129	0.0121129	NO
BgChr_7	38095001	38105000	7	0.020728	0.022776	NO
BgChr_7	38215001	38225000	1	0.00588529	0.00588529	NO
BgChr_7	38220001	38230000	1	0.00588529	0.00588529	NO
BgChr_7	41235001	41245000	1	0.0327994	0.0327994	NO
BgChr_7	41260001	41270000	1	0.011852	0.011852	NO
BgChr_7	41265001	41275000	1	0.011852	0.011852	NO
BgChr_7	41865001	41875000	1	0.00518433	0.00518433	NO
BgChr_7	41870001	41880000	1	0.00518433	0.00518433	NO
BgChr_7	41875001	41885000	1	0.00339847	0.00339847	NO
BgChr_7	41880001	41890000	1	0.00339847	0.00339847	NO
BgChr_7	41910001	41920000	1	0.00339847	0.00339847	NO
BgChr_7	41915001	41925000	1	0.00339847	0.00339847	NO
BgChr_7	41930001	41940000	1	0.00932512	0.00932512	NO
BgChr_7	41935001	41945000	2	0.0156248	0.0156224	NO
BgChr_7	41940001	41950000	1	0.0219197	0.0219197	NO
BgChr_7	41970001	41980000	137	0.00148911	0.0013586	NO
BgChr_7	41975001	41985000	163	0.00963079	0.00939927	NO
BgChr_7	41980001	41990000	211	0.00451139	0.00429145	NO
BgChr_7	41985001	41995000	222	0.000514548	0.000273012	NO
BgChr_7	42020001	42030000	145	0.00229432	0.00210417	NO
BgChr_7	42055001	42065000	144	0.00381689	0.00330303	NO
BgChr_7	42060001	42070000	150	0.0119627	0.0116485	NO
BgChr_7	42065001	42075000	170	0.00693766	0.00662263	NO
BgChr_7	42070001	42080000	181	0.00419237	0.00389228	NO
BgChr_7	42075001	42085000	242	0.0203504	0.0200366	NO
BgChr_7	42080001	42090000	231	0.0220768	0.0218249	NO
BgChr_7	42085001	42095000	179	0.00918855	0.00879757	NO
BgChr_7	42090001	42100000	220	0.00842159	0.00802754	NO
BgChr_7	42095001	42105000	239	0.00880086	0.00864679	NO
BgChr_7	42100001	42110000	189	0.0127062	0.0125769	NO
BgChr_7	42105001	42115000	187	0.0144029	0.0141945	NO
BgChr_7	42110001	42120000	210	0.0156087	0.0153377	NO
BgChr_7	42115001	42125000	188	0.0182637	0.0176905	NO
BgChr_7	42120001	42130000	207	0.010212	0.00984924	NO
BgChr_7	42125001	42135000	172	0.00907387	0.00890463	NO
BgChr_7	42130001	42140000	95	0.0107508	0.0106181	NO
BgChr_7	42135001	42145000	39	0.0065037	0.00627025	NO
BgChr_7	42140001	42150000	24	0.03079	0.030299	NO
BgChr_7	42145001	42155000	54	0.0441779	0.0436382	NO
BgChr_7	42150001	42160000	108	0.0293785	0.0289108	NO
BgChr_7	42155001	42165000	107	0.0222642	0.0219038	NO
BgChr_7	42160001	42170000	153	0.0199955	0.0191923	NO
BgChr_7	42165001	42175000	240	0.0210381	0.019977	NO
BgChr_7	42170001	42180000	250	0.0260551	0.0250421	NO
BgChr_7	42175001	42185000	194	0.0222488	0.0215566	NO
BgChr_7	42180001	42190000	118	0.0110096	0.0107009	NO
BgChr_7	42185001	42195000	95	0.0130874	0.0128154	NO
BgChr_7	42190001	42200000	106	0.0132672	0.0130946	NO
BgChr_7	42195001	42205000	156	0.0172725	0.0170365	NO
BgChr_7	42200001	42210000	227	0.0162863	0.016119	NO
BgChr_7	42205001	42215000	134	0.01279	0.0127088	NO
BgChr_7	42265001	42275000	45	0.00655617	0.00590721	NO
BgChr_7	42270001	42280000	95	0.00396533	0.00350811	NO
BgChr_7	42275001	42285000	155	0.00440233	0.00406902	NO
BgChr_7	42280001	42290000	188	0.0149666	0.0145242	NO
BgChr_7	42285001	42295000	186	0.0202987	0.0199739	NO
BgChr_7	42290001	42300000	182	0.0153892	0.0151516	NO
BgChr_7	42295001	42305000	94	0.0163857	0.0160444	NO
BgChr_7	42300001	42310000	29	0.0178898	0.0175267	NO
BgChr_7	42305001	42315000	51	0.0164118	0.0162129	NO
BgChr_7	42310001	42320000	38	0.0168666	0.0167097	NO
BgChr_7	42315001	42325000	66	0.00191772	0.00143558	NO
BgChr_7	42320001	42330000	151	0.00410283	0.00372276	NO
BgChr_7	42325001	42335000	133	0.00874122	0.00836996	NO
BgChr_7	42330001	42340000	87	0.00931936	0.00896135	NO
BgChr_7	42335001	42345000	57	0.00951806	0.00903903	NO
BgChr_7	42340001	42350000	41	0.0110756	0.00936036	NO
BgChr_7	42345001	42355000	79	0.00743994	0.00679138	NO
BgChr_7	42350001	42360000	128	0.022496	0.0219463	NO
BgChr_7	42355001	42365000	91	0.0248588	0.0241114	NO
BgChr_7	42360001	42370000	76	0.00404543	0.00367846	NO
BgChr_7	42365001	42375000	122	0.0122322	0.0119053	NO
BgChr_7	42370001	42380000	125	0.0205192	0.0199035	NO
BgChr_7	42375001	42385000	145	0.0204709	0.0197825	NO
BgChr_7	42380001	42390000	173	0.017668	0.0171231	NO
BgChr_7	42385001	42395000	99	0.0186968	0.0180865	NO
BgChr_7	42390001	42400000	56	0.00522816	0.00472781	NO
BgChr_7	42395001	42405000	59	0.00093331	0.000345877	NO
BgChr_7	42400001	42410000	114	0.0199182	0.0195502	NO
BgChr_7	42405001	42415000	123	0.0209685	0.0207242	NO
BgChr_7	42410001	42420000	108	0.0106325	0.00975442	NO
BgChr_7	42415001	42425000	183	0.0140465	0.013295	NO
BgChr_7	42420001	42430000	196	0.0110035	0.0107023	NO
BgChr_7	42425001	42435000	141	0.000793929	0.000469865	NO
BgChr_7	42430001	42440000	77	0.00658763	0.00598344	NO
BgChr_7	42435001	42445000	77	0.00856651	0.00807204	NO
BgChr_7	42455001	42465000	121	0.0184536	0.0181956	NO
BgChr_7	42460001	42470000	106	0.0181189	0.0178524	NO
BgChr_7	42465001	42475000	72	0.0131061	0.0130019	NO
BgChr_7	42470001	42480000	100	0.0123018	0.0121304	NO
BgChr_7	42475001	42485000	165	0.0110175	0.010612	NO
BgChr_7	42480001	42490000	162	0.0109985	0.010619	NO
BgChr_7	42485001	42495000	151	0.0177788	0.0175568	NO
BgChr_7	42490001	42500000	151	0.0189466	0.0185384	NO
BgChr_7	42495001	42505000	99	0.01826	0.017713	NO
BgChr_7	42500001	42510000	113	0.0121235	0.011825	NO
BgChr_7	42505001	42515000	61	0.00447699	0.00432711	NO
BgChr_7	45430001	45440000	208	0.000986855	0.000688792	NO
BgChr_7	45435001	45445000	199	0.00263904	0.00216121	NO
BgChr_7	45490001	45500000	233	0.00123605	0.000725543	NO
BgChr_7	45495001	45505000	152	0.000142935	-0.000599687	NO
BgChr_7	45510001	45520000	147	0.00114412	0.000584367	NO
BgChr_7	45560001	45570000	100	0.00120963	0.000559833	NO
BgChr_7	45575001	45585000	227	0.00350533	0.00289014	NO
BgChr_7	45580001	45590000	245	0.00139496	0.000926297	NO
BgChr_7	45595001	45605000	81	0.000413356	0.000427708	NO
BgChr_7	45610001	45620000	189	0.00262958	0.00214685	NO
BgChr_7	45625001	45635000	130	0.0061076	0.00527988	NO
BgChr_7	45630001	45640000	177	0.00248752	0.00192196	NO
BgChr_7	45765001	45775000	92	0.00275922	0.00211983	NO
BgChr_7	45780001	45790000	218	0.000698726	0.000434849	NO
BgChr_7	45785001	45795000	156	0.00516238	0.00454642	NO
BgChr_7	45790001	45800000	105	0.00536609	0.00425559	NO
BgChr_7	45810001	45820000	110	0.00885343	0.00817752	NO
BgChr_7	45815001	45825000	84	0.0267005	0.025716	NO
BgChr_7	45820001	45830000	168	0.0175319	0.0164667	NO
BgChr_7	45825001	45835000	163	0.00825187	0.00750856	NO
BgChr_7	47285001	47295000	213	0.000210576	9.61507E-05	NO
BgChr_7	47295001	47305000	147	0.00126694	0.000827976	NO
BgChr_7	47300001	47310000	67	0.0280455	0.0260809	NO
BgChr_7	47305001	47315000	100	0.0103966	0.0095079	NO
BgChr_7	47310001	47320000	113	0.000614464	0.000280298	NO
BgChr_7	47315001	47325000	43	0.00172938	0.00120394	NO
BgChr_7	47335001	47345000	1	0.0347794	0.0347794	NO
BgChr_7	47340001	47350000	80	0.0105549	0.00975997	NO
BgChr_7	47345001	47355000	139	0.0110326	0.0102697	NO
BgChr_7	47350001	47360000	153	0.0055246	0.00500983	NO
BgChr_7	47355001	47365000	199	0.00869699	0.00819237	NO
BgChr_7	47360001	47370000	217	0.00877129	0.0083323	NO
BgChr_7	47365001	47375000	183	0.00260376	0.00244812	NO
BgChr_7	47370001	47380000	111	0.00624828	0.00600967	NO
BgChr_7	47375001	47385000	138	0.0119633	0.011251	NO
BgChr_7	47380001	47390000	169	0.00466208	0.00421076	NO
BgChr_7	47390001	47400000	148	0.0048659	0.00479927	NO
BgChr_7	47395001	47405000	187	0.0069605	0.00657116	NO
BgChr_7	47400001	47410000	112	0.00815746	0.00761819	NO
BgChr_7	47405001	47415000	18	0.00470959	0.00465487	NO
BgChr_7	47410001	47420000	62	0.000745852	0.00023309	NO
BgChr_7	47415001	47425000	142	0.00566029	0.00504272	NO
BgChr_7	47420001	47430000	213	0.00828976	0.00775092	NO
BgChr_7	47425001	47435000	229	0.00292809	0.0026756	NO
BgChr_7	47435001	47445000	182	0.00136393	0.00107354	NO
BgChr_7	47465001	47475000	43	0.00408702	0.00333849	NO
BgChr_7	47470001	47480000	190	0.00323792	0.00276899	NO
BgChr_7	47475001	47485000	180	0.00184022	0.00139894	NO
BgChr_7	47495001	47505000	253	0.00189033	0.001753	NO
BgChr_7	47500001	47510000	253	0.00364717	0.00347905	NO
BgChr_7	47505001	47515000	212	0.0031951	0.00301158	NO
BgChr_7	47520001	47530000	238	0.0025985	0.00236654	NO
BgChr_7	47525001	47535000	223	0.00374448	0.00362316	NO
BgChr_7	47530001	47540000	200	0.00617994	0.00588125	NO
BgChr_7	47535001	47545000	114	0.00982303	0.00926787	NO
BgChr_7	47540001	47550000	62	0.0130435	0.0127625	NO
BgChr_7	47545001	47555000	134	0.00521114	0.00453847	NO
BgChr_7	47550001	47560000	215	0.0155952	0.0147181	NO
BgChr_7	47555001	47565000	245	0.0117835	0.0110709	NO
BgChr_7	47565001	47575000	321	0.00194725	0.000805237	NO
BgChr_7	47570001	47580000	265	0.00857344	0.00765741	NO
BgChr_7	47575001	47585000	203	0.0157774	0.0152399	NO
BgChr_7	47580001	47590000	226	0.026246	0.0251576	NO
BgChr_7	47585001	47595000	241	0.0197144	0.0186219	NO
BgChr_7	47590001	47600000	246	0.00615859	0.0057102	NO
BgChr_7	47595001	47605000	207	0.00941982	0.00896892	NO
BgChr_7	47600001	47610000	162	0.0241602	0.0233928	NO
BgChr_7	47605001	47615000	229	0.0164303	0.0158564	NO
BgChr_7	47610001	47620000	268	0.00873368	0.00847121	NO
BgChr_7	47615001	47625000	233	0.0141412	0.0136708	NO
BgChr_7	47620001	47630000	200	0.00950973	0.00868838	NO
BgChr_7	47625001	47635000	162	0.00276535	0.00160109	NO
BgChr_7	47630001	47640000	138	0.0087469	0.00748038	NO
BgChr_7	47635001	47645000	123	0.00313684	0.00275298	NO
BgChr_7	47640001	47650000	148	0.0164764	0.01549	NO
BgChr_7	47645001	47655000	153	0.0269957	0.0257117	NO
BgChr_7	47650001	47660000	96	0.0175723	0.0160293	NO
BgChr_7	47655001	47665000	61	0.00130955	0.000661463	NO
BgChr_7	47660001	47670000	116	0.00232711	0.0022521	NO
BgChr_7	47665001	47675000	197	0.00376699	0.00365487	NO
BgChr_7	47670001	47680000	196	0.00133967	0.00120532	NO
BgChr_7	47680001	47690000	199	0.000412002	0.000228411	NO
BgChr_7	47695001	47705000	145	0.000352672	0.000133788	NO
BgChr_7	47700001	47710000	173	0.00251781	0.00208609	NO
BgChr_7	47705001	47715000	140	0.00375362	0.00341445	NO
BgChr_7	47710001	47720000	143	0.00191475	0.0019582	NO
BgChr_7	47715001	47725000	170	0.000854671	0.000879775	NO
BgChr_7	47720001	47730000	167	0.00544692	0.00524392	NO
BgChr_7	47725001	47735000	169	0.00618846	0.00591419	NO
BgChr_7	47730001	47740000	207	0.00303339	0.00277524	NO
BgChr_7	47735001	47745000	259	0.00234942	0.00215426	NO
BgChr_7	47740001	47750000	251	0.00151422	0.00142113	NO
BgChr_7	47745001	47755000	240	0.0139893	0.0131362	NO
BgChr_7	47750001	47760000	193	0.0234748	0.0220726	NO
BgChr_7	47755001	47765000	78	0.0200214	0.0186733	NO
BgChr_7	47760001	47770000	95	0.0311757	0.0299885	NO
BgChr_7	47765001	47775000	202	0.0208224	0.0199016	NO
BgChr_7	47770001	47780000	244	0.00833422	0.00795436	NO
BgChr_7	47775001	47785000	245	0.0154027	0.0145649	NO
BgChr_7	47780001	47790000	256	0.0135607	0.0127168	NO
BgChr_7	47785001	47795000	234	0.0078535	0.00737806	NO
BgChr_7	47790001	47800000	148	0.0090008	0.00847766	NO
BgChr_7	47805001	47815000	171	0.00314617	0.00305659	NO
BgChr_7	47810001	47820000	168	0.000988583	0.000858296	NO
BgChr_7	47820001	47830000	214	0.0034163	0.00325391	NO
BgChr_7	47825001	47835000	204	0.00229116	0.00200541	NO
BgChr_7	47830001	47840000	176	0.0101325	0.0098107	NO
BgChr_7	47835001	47845000	164	0.0161665	0.0159108	NO
BgChr_7	47840001	47850000	135	0.0145064	0.0142464	NO
BgChr_7	47845001	47855000	162	0.0131397	0.0128551	NO
BgChr_7	47850001	47860000	216	0.0147357	0.014424	NO
BgChr_7	47855001	47865000	235	0.0196708	0.0192297	NO
BgChr_7	47860001	47870000	205	0.0213724	0.0208364	NO
BgChr_7	47865001	47875000	208	0.0319349	0.0311526	NO
BgChr_7	47870001	47880000	233	0.0348896	0.0338857	NO
BgChr_7	47875001	47885000	185	0.0268005	0.0258892	NO
BgChr_7	47880001	47890000	141	0.022192	0.021615	NO
BgChr_7	47885001	47895000	191	0.0159548	0.0156791	NO
BgChr_7	47890001	47900000	225	0.0162926	0.0159053	NO
BgChr_7	47895001	47905000	191	0.0150929	0.0145516	NO
BgChr_7	47900001	47910000	143	0.0166894	0.0162266	NO
BgChr_7	47905001	47915000	160	0.0216224	0.0213818	NO
BgChr_7	47910001	47920000	196	0.0161999	0.016063	NO
BgChr_7	47915001	47925000	199	0.0127761	0.0124505	NO
BgChr_7	47920001	47930000	221	0.0125568	0.0120734	NO
BgChr_7	47925001	47935000	195	0.0132516	0.012876	NO
BgChr_7	47930001	47940000	155	0.016957	0.0167144	NO
BgChr_7	47935001	47945000	103	0.017047	0.0165957	NO
BgChr_7	47940001	47950000	123	0.0126696	0.0121451	NO
BgChr_7	47945001	47955000	172	0.0330569	0.0317803	NO
BgChr_7	47950001	47960000	143	0.0439594	0.0424893	NO
BgChr_7	47955001	47965000	66	0.0297799	0.0288734	NO
BgChr_7	47960001	47970000	82	0.0201362	0.0196026	NO
BgChr_7	47965001	47975000	175	0.0220644	0.0213522	NO
BgChr_7	47970001	47980000	156	0.02727	0.0264926	NO
BgChr_7	47975001	47985000	151	0.0213574	0.0209543	NO
BgChr_7	47980001	47990000	88	0.0132803	0.0131871	NO
BgChr_7	47985001	47995000	21	0.0195622	0.0192366	NO
BgChr_7	47990001	48000000	95	0.0312391	0.0307519	NO
BgChr_7	47995001	48005000	165	0.0250105	0.024522	NO
BgChr_7	48000001	48010000	145	0.0213015	0.020816	NO
BgChr_7	48005001	48015000	110	0.0186564	0.0178795	NO
BgChr_7	48010001	48020000	186	0.0120827	0.0117228	NO
BgChr_7	48015001	48025000	230	0.0116096	0.0114006	NO
BgChr_7	48020001	48030000	174	0.0126903	0.0123929	NO
BgChr_7	48025001	48035000	160	0.0202379	0.019604	NO
BgChr_7	48030001	48040000	188	0.0172934	0.016777	NO
BgChr_7	48035001	48045000	189	0.019984	0.0194888	NO
BgChr_7	48040001	48050000	216	0.0195684	0.0191305	NO
BgChr_7	48045001	48055000	214	0.0138338	0.0133826	NO
BgChr_7	48050001	48060000	205	0.0183437	0.0178998	NO
BgChr_7	48055001	48065000	265	0.021394	0.0211505	NO
BgChr_7	48060001	48070000	211	0.0201044	0.0197252	NO
BgChr_7	48065001	48075000	203	0.011856	0.0115452	NO
BgChr_7	48070001	48080000	196	0.0124099	0.0121303	NO
BgChr_7	48075001	48085000	117	0.0518004	0.0482536	NO
BgChr_7	48080001	48090000	163	0.043829	0.0395764	NO
BgChr_7	48570001	48580000	13	0.0133265	0.0129164	NO
BgChr_7	48575001	48585000	8	0.00638972	0.00580722	NO
BgChr_7	48585001	48595000	1	0.0131751	0.0131751	NO
BgChr_7	48590001	48600000	3	0.00183765	2.48092E-05	NO
BgChr_7	48905001	48915000	1	0.0130333	0.0130333	NO
BgChr_7	48910001	48920000	1	0.0130333	0.0130333	NO
BgChr_7	48930001	48940000	5	0.0133084	0.00881445	NO
BgChr_7	48935001	48945000	5	0.0133084	0.00881445	NO
BgChr_7	49015001	49025000	1	0.00386275	0.00386275	NO
BgChr_7	49020001	49030000	1	0.00386275	0.00386275	NO
BgChr_7	49090001	49100000	5	0.00304356	0.00254206	NO
BgChr_7	49165001	49175000	1	0.0128508	0.0128508	NO
BgChr_7	49170001	49180000	1	0.0128508	0.0128508	NO
BgChr_7	49350001	49360000	2	0.000701045	0.00120106	NO
BgChr_7	49355001	49365000	2	0.000701045	0.00120106	NO
BgChr_7	49365001	49375000	1	0.00930233	0.00930233	NO
BgChr_8	40001	50000	1	0.0258541	0.0258541	NO
BgChr_8	45001	55000	1	0.0258541	0.0258541	NO
BgChr_8	125001	135000	3	0.00586178	0.00334882	NO
BgChr_8	130001	140000	3	0.00400596	0.00182374	NO
BgChr_8	135001	145000	2	0.00108303	-0.00131592	NO
BgChr_8	140001	150000	4	0.00728319	0.00542209	NO
BgChr_8	145001	155000	6	0.00634967	0.0051873	NO
BgChr_8	165001	175000	7	0.00507811	0.00431389	NO
BgChr_8	170001	180000	9	0.000640935	-0.000692482	NO
BgChr_8	200001	210000	3	0.0088146	0.00689252	NO
BgChr_8	225001	235000	2	0.0232477	0.0231687	NO
BgChr_8	305001	315000	1	0.00498953	0.00498953	NO
BgChr_8	310001	320000	1	0.00498953	0.00498953	NO
BgChr_8	345001	355000	4	0.0110329	0.0100418	NO
BgChr_8	350001	360000	5	0.00963557	0.00886804	NO
BgChr_8	355001	365000	2	0.000995959	0.000695015	NO
BgChr_8	5335001	5345000	1	0.00676087	0.00676087	NO
BgChr_8	5340001	5350000	1	0.00676087	0.00676087	NO
BgChr_8	6200001	6210000	1	0.00581508	0.00581508	NO
BgChr_8	6205001	6215000	1	0.00581508	0.00581508	NO
BgChr_8	7120001	7130000	1	0.197127	0.197127	NO
BgChr_8	7125001	7135000	1	0.197127	0.197127	NO
BgChr_8	7725001	7735000	1	0.00569401	0.00569401	NO
BgChr_8	7730001	7740000	1	0.00569401	0.00569401	NO
BgChr_8	7910001	7920000	1	0.00348465	0.00348465	NO
BgChr_8	10315001	10325000	1	0.0394438	0.0394438	NO
BgChr_8	10320001	10330000	1	0.0394438	0.0394438	NO
BgChr_8	10450001	10460000	77	0.00208713	0.00162866	NO
BgChr_8	10455001	10465000	57	0.00363159	0.00325305	NO
BgChr_8	10575001	10585000	63	0.00178164	0.00105559	NO
BgChr_8	10640001	10650000	143	0.000378402	-0.000644816	NO
BgChr_8	10645001	10655000	100	0.00585704	0.00471759	NO
BgChr_8	10670001	10680000	69	0.00151939	0.000702257	NO
BgChr_8	11100001	11110000	23	0.0563204	0.0539629	NO
BgChr_8	11105001	11115000	67	0.0313238	0.0300638	NO
BgChr_8	11110001	11120000	101	0.0204433	0.0203335	NO
BgChr_8	11115001	11125000	123	0.00718871	0.00600576	NO
BgChr_8	11120001	11130000	137	0.00485249	0.00366818	NO
BgChr_8	11125001	11135000	81	0.0140032	0.0135406	NO
BgChr_8	11130001	11140000	12	0.00513461	0.00421694	NO
BgChr_8	11135001	11145000	1	0.0684379	0.0684379	NO
BgChr_8	11140001	11150000	35	0.0197232	0.0194525	NO
BgChr_8	11145001	11155000	109	0.0177961	0.0173603	NO
BgChr_8	11150001	11160000	133	0.0229146	0.0222335	NO
BgChr_8	11155001	11165000	92	0.0297721	0.029003	NO
BgChr_8	11160001	11170000	144	0.0279914	0.0274171	NO
BgChr_8	11165001	11175000	170	0.0255492	0.0247245	NO
BgChr_8	11170001	11180000	96	0.0190214	0.0180962	NO
BgChr_8	11175001	11185000	82	0.0159174	0.0156629	NO
BgChr_8	11180001	11190000	121	0.0210859	0.0208448	NO
BgChr_8	11185001	11195000	148	0.0219025	0.021713	NO
BgChr_8	11190001	11200000	74	0.0206185	0.0205915	NO
BgChr_8	11195001	11205000	7	0.016809	0.0168934	NO
BgChr_8	11200001	11210000	9	0.0106178	0.00993992	NO
BgChr_8	11205001	11215000	15	0.0240683	0.0215847	NO
BgChr_8	11210001	11220000	95	0.0244319	0.0237157	NO
BgChr_8	11215001	11225000	115	0.0245128	0.0241797	NO
BgChr_8	11220001	11230000	67	0.026889	0.0264914	NO
BgChr_8	11225001	11235000	78	0.0280311	0.0276837	NO
BgChr_8	11230001	11240000	54	0.0309005	0.0307122	NO
BgChr_8	11235001	11245000	83	0.0210605	0.020771	NO
BgChr_8	11240001	11250000	108	0.0184519	0.0183442	NO
BgChr_8	11245001	11255000	96	0.0177818	0.0173409	NO
BgChr_8	11250001	11260000	122	0.0165279	0.0161948	NO
BgChr_8	11255001	11265000	122	0.0146927	0.0146084	NO
BgChr_8	11260001	11270000	146	0.0119202	0.011058	NO
BgChr_8	11265001	11275000	139	0.0161089	0.0152191	NO
BgChr_8	11270001	11280000	132	0.0201144	0.0199944	NO
BgChr_8	11275001	11285000	143	0.0188679	0.0187168	NO
BgChr_8	11280001	11290000	171	0.0205079	0.0204101	NO
BgChr_8	11285001	11295000	233	0.0205875	0.0204163	NO
BgChr_8	11290001	11300000	263	0.0168204	0.0164093	NO
BgChr_8	11295001	11305000	266	0.019196	0.0187691	NO
BgChr_8	11300001	11310000	225	0.0235721	0.023324	NO
BgChr_8	11305001	11315000	144	0.0163662	0.0159269	NO
BgChr_8	11310001	11320000	91	0.0188908	0.0193854	NO
BgChr_8	11315001	11325000	181	0.0232151	0.0234543	NO
BgChr_8	11320001	11330000	199	0.0191251	0.0187471	NO
BgChr_8	11325001	11335000	83	0.0214912	0.0208101	NO
BgChr_8	11330001	11340000	52	0.0214356	0.0200088	NO
BgChr_8	11335001	11345000	32	0.0106698	0.00943618	NO
BgChr_8	11340001	11350000	16	0.015727	0.0156156	NO
BgChr_8	11345001	11355000	111	0.0155787	0.0149023	NO
BgChr_8	11350001	11360000	157	0.0178279	0.017277	NO
BgChr_8	11355001	11365000	76	0.0186117	0.0181159	NO
BgChr_8	11360001	11370000	68	0.0164218	0.0154345	NO
BgChr_8	11365001	11375000	132	0.017643	0.0168349	NO
BgChr_8	11370001	11380000	101	0.0116924	0.0107303	NO
BgChr_8	11380001	11390000	35	0.0210567	0.0180285	NO
BgChr_8	11385001	11395000	61	0.0175008	0.0153585	NO
