WindowID	Chr	Start	End	First_Gene	Last_Gene	N_Genes	N_genes_TMHMM	N_Genes_Single_TMHMM	Per_genes_TMHMM	Per_Genes_Single_TMHMM	Warning_Truncated_Window	Annot_source
2565	CM074209.1	45000001	47000000	BgiBS90_004638	BgiBS90_038023	88	18	9	20.5%	10.2%	.	iBS90_Bu
2566	CM074209.1	45500001	47500000	BgiBS90_004638	BgiBS90_037531	68	10	9	14.7%	13.2%	X	iBS90_Bu
2567	CM074210.1	1	2000000	BgiBS90_001272	BgiBS90_038216	75	4	1	5.3%	1.3%	.	iBS90_Bu
2568	CM074210.1	500001	2500000	BgiBS90_001272	BgiBS90_038216	74	9	2	12.2%	2.7%	.	iBS90_Bu
2569	CM074210.1	1000001	3000000	BgiBS90_001272	BgiBS90_031804	73	12	3	16.4%	4.1%	.	iBS90_Bu
2570	CM074210.1	1500001	3500000	BgiBS90_001272	BgiBS90_030952	76	13	4	17.1%	5.3%	.	iBS90_Bu
2571	CM074210.1	2000001	4000000	BgiBS90_001827	BgiBS90_030952	76	17	7	22.4%	9.2%	.	iBS90_Bu
2572	CM074210.1	2500001	4500000	BgiBS90_001827	BgiBS90_030952	72	16	8	22.2%	11.1%	.	iBS90_Bu
2573	CM074210.1	3000001	5000000	BgiBS90_001827	BgiBS90_030952	68	17	10	25%	14.7%	.	iBS90_Bu
2574	CM074210.1	3500001	5500000	BgiBS90_001022	BgiBS90_030717	79	18	11	22.8%	13.9%	.	iBS90_Bu
2575	CM074210.1	4000001	6000000	BgiBS90_001022	BgiBS90_030734	78	12	8	15.4%	10.3%	.	iBS90_Bu
2576	CM074210.1	4500001	6500000	BgiBS90_001022	BgiBS90_030754	81	12	8	14.8%	9.9%	.	iBS90_Bu
2577	CM074210.1	5000001	7000000	BgiBS90_001022	BgiBS90_030772	85	12	8	14.1%	9.4%	.	iBS90_Bu
2578	CM074210.1	5500001	7500000	BgiBS90_011729	BgiBS90_030795	76	12	8	15.8%	10.5%	.	iBS90_Bu
2579	CM074210.1	6000001	8000000	BgiBS90_011729	BgiBS90_030815	80	16	10	20%	12.5%	.	iBS90_Bu
2580	CM074210.1	6500001	8500000	BgiBS90_011729	BgiBS90_030833	76	16	9	21.1%	11.8%	.	iBS90_Bu
2581	CM074210.1	7000001	9000000	BgiBS90_030773	BgiBS90_030851	74	11	5	14.9%	6.8%	.	iBS90_Bu
2582	CM074210.1	7500001	9500000	BgiBS90_030796	BgiBS90_030871	68	10	3	14.7%	4.4%	.	iBS90_Bu
2583	CM074210.1	8000001	10000000	BgiBS90_030815	BgiBS90_030895	70	9	2	12.9%	2.9%	.	iBS90_Bu
2584	CM074210.1	8500001	10500000	BgiBS90_000004	BgiBS90_030901	74	10	3	13.5%	4.1%	.	iBS90_Bu
2585	CM074210.1	9000001	11000000	BgiBS90_000004	BgiBS90_030901	76	12	3	15.8%	3.9%	.	iBS90_Bu
2586	CM074210.1	9500001	11500000	BgiBS90_000004	BgiBS90_030901	83	12	5	14.5%	6%	.	iBS90_Bu
2587	CM074210.1	10000001	12000000	BgiBS90_000004	BgiBS90_038512	81	12	5	14.8%	6.2%	.	iBS90_Bu
2588	CM074210.1	10500001	12500000	BgiBS90_000020	BgiBS90_038512	77	13	8	16.9%	10.4%	.	iBS90_Bu
2589	CM074210.1	11000001	13000000	BgiBS90_000044	BgiBS90_038512	78	17	12	21.8%	15.4%	.	iBS90_Bu
2590	CM074210.1	11500001	13500000	BgiBS90_000067	BgiBS90_038512	72	18	10	25%	13.9%	.	iBS90_Bu
2591	CM074210.1	12000001	14000000	BgiBS90_000086	BgiBS90_038382	73	17	11	23.3%	15.1%	.	iBS90_Bu
2592	CM074210.1	12500001	14500000	BgiBS90_000107	BgiBS90_038382	77	15	8	19.5%	10.4%	.	iBS90_Bu
2593	CM074210.1	13000001	15000000	BgiBS90_000128	BgiBS90_020532	75	11	4	14.7%	5.3%	.	iBS90_Bu
2594	CM074210.1	13500001	15500000	BgiBS90_000146	BgiBS90_020532	74	9	5	12.2%	6.8%	.	iBS90_Bu
2595	CM074210.1	14000001	16000000	BgiBS90_000168	BgiBS90_016061	73	11	4	15.1%	5.5%	.	iBS90_Bu
2596	CM074210.1	14500001	16500000	BgiBS90_000188	BgiBS90_016061	61	9	3	14.8%	4.9%	.	iBS90_Bu
2597	CM074210.1	15000001	17000000	BgiBS90_000209	BgiBS90_023522	61	7	3	11.5%	4.9%	.	iBS90_Bu
2598	CM074210.1	15500001	17500000	BgiBS90_000227	BgiBS90_023522	75	9	4	12%	5.3%	.	iBS90_Bu
2599	CM074210.1	16000001	18000000	BgiBS90_000248	BgiBS90_023522	78	7	5	9%	6.4%	.	iBS90_Bu
2600	CM074210.1	16500001	18500000	BgiBS90_000255	BgiBS90_023522	76	8	5	10.5%	6.6%	.	iBS90_Bu
2601	CM074210.1	17000001	19000000	BgiBS90_000272	BgiBS90_000359	73	11	5	15.1%	6.8%	.	iBS90_Bu
2602	CM074210.1	17500001	19500000	BgiBS90_000306	BgiBS90_000372	56	7	3	12.5%	5.4%	.	iBS90_Bu
2603	CM074210.1	18000001	20000000	BgiBS90_000337	BgiBS90_036725	46	7	3	15.2%	6.5%	.	iBS90_Bu
2604	CM074210.1	18500001	20500000	BgiBS90_000341	BgiBS90_036725	50	8	4	16%	8%	.	iBS90_Bu
2605	CM074210.1	19000001	21000000	BgiBS90_000360	BgiBS90_036725	44	7	4	15.9%	9.1%	.	iBS90_Bu
2606	CM074210.1	19500001	21500000	BgiBS90_000374	BgiBS90_036725	59	7	4	11.9%	6.8%	.	iBS90_Bu
2607	CM074210.1	20000001	22000000	BgiBS90_000390	BgiBS90_031095	70	13	3	18.6%	4.3%	.	iBS90_Bu
2608	CM074210.1	20500001	22500000	BgiBS90_000397	BgiBS90_031095	76	13	2	17.1%	2.6%	.	iBS90_Bu
2609	CM074210.1	21000001	23000000	BgiBS90_000407	BgiBS90_031095	93	15	3	16.1%	3.2%	.	iBS90_Bu
2610	CM074210.1	21500001	23500000	BgiBS90_000439	BgiBS90_025953	81	18	6	22.2%	7.4%	.	iBS90_Bu
2611	CM074210.1	22000001	24000000	BgiBS90_000466	BgiBS90_025953	79	23	6	29.1%	7.6%	.	iBS90_Bu
2612	CM074210.1	22500001	24500000	BgiBS90_000486	BgiBS90_025953	84	27	8	32.1%	9.5%	.	iBS90_Bu
2613	CM074210.1	23000001	25000000	BgiBS90_000517	BgiBS90_025953	79	23	7	29.1%	8.9%	.	iBS90_Bu
2614	CM074210.1	23500001	25500000	BgiBS90_000533	BgiBS90_009746	80	22	5	27.5%	6.2%	.	iBS90_Bu
2615	CM074210.1	24000001	26000000	BgiBS90_000558	BgiBS90_000641	79	13	5	16.5%	6.3%	.	iBS90_Bu
2616	CM074210.1	24500001	26500000	BgiBS90_000576	BgiBS90_026593	85	13	3	15.3%	3.5%	.	iBS90_Bu
2617	CM074210.1	25000001	27000000	BgiBS90_000601	BgiBS90_026593	80	12	2	15%	2.5%	.	iBS90_Bu
2618	CM074210.1	25500001	27500000	BgiBS90_000621	BgiBS90_026593	79	14	5	17.7%	6.3%	.	iBS90_Bu
2619	CM074210.1	26000001	28000000	BgiBS90_000642	BgiBS90_026593	73	16	6	21.9%	8.2%	.	iBS90_Bu
2620	CM074210.1	26500001	28500000	BgiBS90_000665	BgiBS90_010318	66	18	10	27.3%	15.2%	.	iBS90_Bu
2621	CM074210.1	27000001	29000000	BgiBS90_000693	BgiBS90_006355	60	18	12	30%	20%	.	iBS90_Bu
2622	CM074210.1	27500001	29500000	BgiBS90_000713	BgiBS90_035843	67	21	12	31.3%	17.9%	.	iBS90_Bu
2623	CM074210.1	28000001	30000000	BgiBS90_000726	BgiBS90_035843	70	15	10	21.4%	14.3%	.	iBS90_Bu
2624	CM074210.1	28500001	30500000	BgiBS90_000747	BgiBS90_035843	66	18	6	27.3%	9.1%	.	iBS90_Bu
2625	CM074210.1	29000001	31000000	BgiBS90_000766	BgiBS90_035843	69	19	4	27.5%	5.8%	.	iBS90_Bu
2626	CM074210.1	29500001	31500000	BgiBS90_000790	BgiBS90_000858	61	15	1	24.6%	1.6%	.	iBS90_Bu
2627	CM074210.1	30000001	32000000	BgiBS90_000808	BgiBS90_000887	66	26	5	39.4%	7.6%	.	iBS90_Bu
2628	CM074210.1	30500001	32500000	BgiBS90_000826	BgiBS90_018140	64	18	5	28.1%	7.8%	.	iBS90_Bu
2629	CM074210.1	31000001	33000000	BgiBS90_000843	BgiBS90_037232	72	23	8	31.9%	11.1%	.	iBS90_Bu
2630	CM074210.1	31500001	33500000	BgiBS90_000859	BgiBS90_037232	74	24	7	32.4%	9.5%	.	iBS90_Bu
2631	CM074210.1	32000001	34000000	BgiBS90_000889	BgiBS90_037232	70	17	4	24.3%	5.7%	.	iBS90_Bu
2632	CM074210.1	32500001	34500000	BgiBS90_000902	BgiBS90_037232	78	22	8	28.2%	10.3%	.	iBS90_Bu
2633	CM074210.1	33000001	35000000	BgiBS90_000927	BgiBS90_001004	72	22	6	30.6%	8.3%	.	iBS90_Bu
2634	CM074210.1	33500001	35500000	BgiBS90_000945	BgiBS90_037818	72	23	8	31.9%	11.1%	.	iBS90_Bu
2635	CM074210.1	34000001	36000000	BgiBS90_000964	BgiBS90_037818	67	25	9	37.3%	13.4%	.	iBS90_Bu
2636	CM074210.1	34500001	36500000	BgiBS90_000987	BgiBS90_037818	71	28	9	39.4%	12.7%	.	iBS90_Bu
2637	CM074210.1	35000001	37000000	BgiBS90_001006	BgiBS90_037818	70	23	8	32.9%	11.4%	.	iBS90_Bu
2638	CM074210.1	35500001	37500000	BgiBS90_001023	BgiBS90_026875	70	21	7	30%	10%	.	iBS90_Bu
2639	CM074210.1	36000001	38000000	BgiBS90_001040	BgiBS90_026875	76	19	6	25%	7.9%	.	iBS90_Bu
2640	CM074210.1	36500001	38500000	BgiBS90_001064	BgiBS90_018868	64	13	3	20.3%	4.7%	.	iBS90_Bu
2641	CM074210.1	37000001	39000000	BgiBS90_001082	BgiBS90_018868	70	23	5	32.9%	7.1%	.	iBS90_Bu
2642	CM074210.1	37500001	39500000	BgiBS90_001099	BgiBS90_018868	82	31	9	37.8%	11%	.	iBS90_Bu
2643	CM074210.1	38000001	40000000	BgiBS90_001124	BgiBS90_027736	74	26	8	35.1%	10.8%	.	iBS90_Bu
2644	CM074210.1	38500001	40500000	BgiBS90_001146	BgiBS90_027736	90	27	8	30%	8.9%	.	iBS90_Bu
2645	CM074210.1	39000001	41000000	BgiBS90_001170	BgiBS90_027736	86	16	7	18.6%	8.1%	.	iBS90_Bu
2646	CM074210.1	39500001	41500000	BgiBS90_001198	BgiBS90_027736	77	11	5	14.3%	6.5%	.	iBS90_Bu
2647	CM074210.1	40000001	42000000	BgiBS90_001209	BgiBS90_019251	83	16	6	19.3%	7.2%	.	iBS90_Bu
2648	CM074210.1	40500001	42500000	BgiBS90_001239	BgiBS90_033710	80	17	8	21.2%	10%	.	iBS90_Bu
2649	CM074210.1	41000001	43000000	BgiBS90_001259	BgiBS90_033710	80	19	9	23.7%	11.3%	.	iBS90_Bu
2650	CM074210.1	41500001	43500000	BgiBS90_001284	BgiBS90_033710	76	16	8	21.1%	10.5%	.	iBS90_Bu
2651	CM074210.1	42000001	44000000	BgiBS90_001306	BgiBS90_033710	86	16	6	18.6%	7%	.	iBS90_Bu
2652	CM074210.1	42500001	44500000	BgiBS90_001333	BgiBS90_001427	83	16	4	19.3%	4.8%	.	iBS90_Bu
2653	CM074210.1	43000001	45000000	BgiBS90_001357	BgiBS90_001456	94	24	6	25.5%	6.4%	.	iBS90_Bu
2654	CM074210.1	43500001	45500000	BgiBS90_001370	BgiBS90_001491	108	28	5	25.9%	4.6%	.	iBS90_Bu
2655	CM074210.1	44000001	46000000	BgiBS90_001404	BgiBS90_037769	107	25	6	23.4%	5.6%	.	iBS90_Bu
2656	CM074210.1	44500001	46500000	BgiBS90_001428	BgiBS90_038100	114	21	5	18.4%	4.4%	.	iBS90_Bu
2657	CM074210.1	45000001	47000000	BgiBS90_001458	BgiBS90_038100	104	10	1	9.6%	1%	.	iBS90_Bu
2658	CM074210.1	45500001	47500000	BgiBS90_001492	BgiBS90_038100	82	5	2	6.1%	2.4%	X	iBS90_Bu
2659	CM074211.1	1	2000000	BgiBS90_000099	BgiBS90_037960	82	8	7	9.8%	8.5%	.	iBS90_Bu
2660	CM074211.1	500001	2500000	BgiBS90_000099	BgiBS90_037909	82	10	9	12.2%	11%	.	iBS90_Bu
2661	CM074211.1	1000001	3000000	BgiBS90_000099	BgiBS90_037909	74	10	9	13.5%	12.2%	.	iBS90_Bu
2662	CM074211.1	1500001	3500000	BgiBS90_014980	BgiBS90_035461	66	11	10	16.7%	15.2%	.	iBS90_Bu
2663	CM074211.1	2000001	4000000	BgiBS90_015003	BgiBS90_024580	71	12	9	16.9%	12.7%	.	iBS90_Bu
2664	CM074211.1	2500001	4500000	BgiBS90_015022	BgiBS90_024580	66	9	5	13.6%	7.6%	.	iBS90_Bu
2665	CM074211.1	3000001	5000000	BgiBS90_015035	BgiBS90_015111	69	9	6	13%	8.7%	.	iBS90_Bu
2666	CM074211.1	3500001	5500000	BgiBS90_015056	BgiBS90_035001	66	10	6	15.2%	9.1%	.	iBS90_Bu
2667	CM074211.1	4000001	6000000	BgiBS90_009529	BgiBS90_035001	67	7	5	10.4%	7.5%	.	iBS90_Bu
2668	CM074211.1	4500001	6500000	BgiBS90_009529	BgiBS90_035001	72	10	6	13.9%	8.3%	.	iBS90_Bu
2669	CM074211.1	5000001	7000000	BgiBS90_009529	BgiBS90_036303	80	13	6	16.3%	7.5%	.	iBS90_Bu
2670	CM074211.1	5500001	7500000	BgiBS90_009529	BgiBS90_036303	84	13	6	15.5%	7.1%	.	iBS90_Bu
2671	CM074211.1	6000001	8000000	BgiBS90_015151	BgiBS90_036303	77	18	5	23.4%	6.5%	.	iBS90_Bu
2672	CM074211.1	6500001	8500000	BgiBS90_015176	BgiBS90_036303	74	16	5	21.6%	6.8%	.	iBS90_Bu
2673	CM074211.1	7000001	9000000	BgiBS90_015203	BgiBS90_033470	67	17	7	25.4%	10.4%	.	iBS90_Bu
2674	CM074211.1	7500001	9500000	BgiBS90_015223	BgiBS90_033470	54	14	5	25.9%	9.3%	.	iBS90_Bu
2675	CM074211.1	8000001	10000000	BgiBS90_015241	BgiBS90_033470	49	8	5	16.3%	10.2%	.	iBS90_Bu
2676	CM074211.1	8500001	10500000	BgiBS90_015259	BgiBS90_033470	52	12	5	23.1%	9.6%	.	iBS90_Bu
2677	CM074211.1	9000001	11000000	BgiBS90_015274	BgiBS90_015335	50	8	3	16%	6%	.	iBS90_Bu
2678	CM074211.1	9500001	11500000	BgiBS90_015282	BgiBS90_030953	55	8	2	14.5%	3.6%	.	iBS90_Bu
2679	CM074211.1	10000001	12000000	BgiBS90_000174	BgiBS90_030953	63	11	2	17.5%	3.2%	.	iBS90_Bu
2680	CM074211.1	10500001	12500000	BgiBS90_000174	BgiBS90_036212	70	7	0	10%	0%	.	iBS90_Bu
2681	CM074211.1	11000001	13000000	BgiBS90_000174	BgiBS90_036212	77	8	0	10.4%	0%	.	iBS90_Bu
2682	CM074211.1	11500001	13500000	BgiBS90_000174	BgiBS90_036212	90	9	2	10%	2.2%	.	iBS90_Bu
2683	CM074211.1	12000001	14000000	BgiBS90_004511	BgiBS90_036212	86	9	2	10.5%	2.3%	.	iBS90_Bu
2684	CM074211.1	12500001	14500000	BgiBS90_004511	BgiBS90_033807	80	7	3	8.7%	3.7%	.	iBS90_Bu
2685	CM074211.1	13000001	15000000	BgiBS90_015427	BgiBS90_033807	81	16	6	19.8%	7.4%	.	iBS90_Bu
2686	CM074211.1	13500001	15500000	BgiBS90_015455	BgiBS90_024121	75	14	4	18.7%	5.3%	.	iBS90_Bu
2687	CM074211.1	14000001	16000000	BgiBS90_015472	BgiBS90_022709	78	16	5	20.5%	6.4%	.	iBS90_Bu
2688	CM074211.1	14500001	16500000	BgiBS90_015491	BgiBS90_036464	79	18	6	22.8%	7.6%	.	iBS90_Bu
2689	CM074211.1	15000001	17000000	BgiBS90_005161	BgiBS90_036464	80	12	6	15%	7.5%	.	iBS90_Bu
2690	CM074211.1	15500001	17500000	BgiBS90_005161	BgiBS90_036464	76	15	6	19.7%	7.9%	.	iBS90_Bu
2691	CM074211.1	16000001	18000000	BgiBS90_005161	BgiBS90_036464	78	11	5	14.1%	6.4%	.	iBS90_Bu
2692	CM074211.1	16500001	18500000	BgiBS90_005161	BgiBS90_037220	82	13	6	15.9%	7.3%	.	iBS90_Bu
2693	CM074211.1	17000001	19000000	BgiBS90_015604	BgiBS90_037787	69	9	3	13%	4.3%	.	iBS90_Bu
2694	CM074211.1	17500001	19500000	BgiBS90_015623	BgiBS90_037787	65	9	5	13.8%	7.7%	.	iBS90_Bu
2695	CM074211.1	18000001	20000000	BgiBS90_015644	BgiBS90_037787	64	12	8	18.8%	12.5%	.	iBS90_Bu
2696	CM074211.1	18500001	20500000	BgiBS90_015666	BgiBS90_037787	57	8	5	14%	8.8%	.	iBS90_Bu
2697	CM074211.1	19000001	21000000	BgiBS90_015678	BgiBS90_015762	70	9	6	12.9%	8.6%	.	iBS90_Bu
2698	CM074211.1	19500001	21500000	BgiBS90_002212	BgiBS90_015785	77	7	5	9.1%	6.5%	.	iBS90_Bu
2699	CM074211.1	20000001	22000000	BgiBS90_002212	BgiBS90_029620	74	6	2	8.1%	2.7%	.	iBS90_Bu
2700	CM074211.1	20500001	22500000	BgiBS90_002212	BgiBS90_038352	125	8	3	6.4%	2.4%	.	iBS90_Bu
2701	CM074211.1	21000001	23000000	BgiBS90_002212	BgiBS90_038365	177	8	3	4.5%	1.7%	.	iBS90_Bu
2702	CM074211.1	21500001	23500000	BgiBS90_005777	BgiBS90_038365	181	10	5	5.5%	2.8%	.	iBS90_Bu
2703	CM074211.1	22000001	24000000	BgiBS90_012846	BgiBS90_038365	182	7	5	3.8%	2.7%	.	iBS90_Bu
2704	CM074211.1	22500001	24500000	BgiBS90_012846	BgiBS90_038365	124	6	4	4.8%	3.2%	.	iBS90_Bu
2705	CM074211.1	23000001	25000000	BgiBS90_017834	BgiBS90_035979	60	5	4	8.3%	6.7%	.	iBS90_Bu
2706	CM074211.1	23500001	25500000	BgiBS90_017860	BgiBS90_035979	49	3	0	6.1%	0%	.	iBS90_Bu
2707	CM074211.1	24000001	26000000	BgiBS90_002091	BgiBS90_038509	59	5	2	8.5%	3.4%	.	iBS90_Bu
2708	CM074211.1	24500001	26500000	BgiBS90_002091	BgiBS90_038509	71	6	3	8.5%	4.2%	.	iBS90_Bu
2709	CM074211.1	25000001	27000000	BgiBS90_002091	BgiBS90_038509	77	7	4	9.1%	5.2%	.	iBS90_Bu
2710	CM074211.1	25500001	27500000	BgiBS90_002091	BgiBS90_038509	87	8	4	9.2%	4.6%	.	iBS90_Bu
2711	CM074211.1	26000001	28000000	BgiBS90_010279	BgiBS90_018041	81	7	3	8.6%	3.7%	.	iBS90_Bu
2712	CM074211.1	26500001	28500000	BgiBS90_004510	BgiBS90_018124	82	9	4	11%	4.9%	.	iBS90_Bu
2713	CM074211.1	27000001	29000000	BgiBS90_004510	BgiBS90_018137	79	9	3	11.4%	3.8%	.	iBS90_Bu
2714	CM074211.1	27500001	29500000	BgiBS90_004510	BgiBS90_023612	68	8	5	11.8%	7.4%	.	iBS90_Bu
2715	CM074211.1	28000001	30000000	BgiBS90_004510	BgiBS90_023612	52	9	5	17.3%	9.6%	.	iBS90_Bu
2716	CM074211.1	28500001	30500000	BgiBS90_018125	BgiBS90_023612	41	6	4	14.6%	9.8%	.	iBS90_Bu
2717	CM074211.1	29000001	31000000	BgiBS90_018141	BgiBS90_023612	54	11	5	20.4%	9.3%	.	iBS90_Bu
2718	CM074211.1	29500001	31500000	BgiBS90_018152	BgiBS90_021691	63	16	5	25.4%	7.9%	.	iBS90_Bu
2719	CM074211.1	30000001	32000000	BgiBS90_018160	BgiBS90_021691	83	16	6	19.3%	7.2%	.	iBS90_Bu
2720	CM074211.1	30500001	32500000	BgiBS90_018172	BgiBS90_018301	104	20	10	19.2%	9.6%	.	iBS90_Bu
2721	CM074211.1	31000001	33000000	BgiBS90_018197	BgiBS90_030313	101	17	11	16.8%	10.9%	.	iBS90_Bu
2722	CM074211.1	31500001	33500000	BgiBS90_016373	BgiBS90_030313	93	11	9	11.8%	9.7%	.	iBS90_Bu
2723	CM074211.1	32000001	34000000	BgiBS90_016373	BgiBS90_030313	73	9	7	12.3%	9.6%	.	iBS90_Bu
2724	CM074211.1	32500001	34500000	BgiBS90_016373	BgiBS90_030313	55	4	2	7.3%	3.6%	.	iBS90_Bu
2725	CM074211.1	33000001	35000000	BgiBS90_016373	BgiBS90_030655	51	6	3	11.8%	5.9%	.	iBS90_Bu
2726	CM074211.1	33500001	35500000	BgiBS90_018343	BgiBS90_030655	55	4	3	7.3%	5.5%	.	iBS90_Bu
2727	CM074211.1	34000001	36000000	BgiBS90_018354	BgiBS90_030655	63	8	3	12.7%	4.8%	.	iBS90_Bu
2728	CM074211.1	34500001	36500000	BgiBS90_001415	BgiBS90_030655	68	14	5	20.6%	7.4%	.	iBS90_Bu
2729	CM074211.1	35000001	37000000	BgiBS90_001415	BgiBS90_018482	79	15	6	19%	7.6%	.	iBS90_Bu
2730	CM074211.1	35500001	37500000	BgiBS90_001415	BgiBS90_018503	82	18	8	22%	9.8%	.	iBS90_Bu
2731	CM074211.1	36000001	38000000	BgiBS90_001415	BgiBS90_018521	84	20	9	23.8%	10.7%	.	iBS90_Bu
2732	CM074211.1	36500001	38500000	BgiBS90_009552	BgiBS90_018547	89	19	8	21.3%	9%	.	iBS90_Bu
2733	CM074211.1	37000001	39000000	BgiBS90_009552	BgiBS90_018575	87	14	4	16.1%	4.6%	.	iBS90_Bu
2734	CM074211.1	37500001	39500000	BgiBS90_009552	BgiBS90_023837	83	12	3	14.5%	3.6%	.	iBS90_Bu
2735	CM074211.1	38000001	40000000	BgiBS90_005166	BgiBS90_033125	85	13	5	15.3%	5.9%	.	iBS90_Bu
2736	CM074211.1	38500001	40500000	BgiBS90_003220	BgiBS90_033125	85	12	7	14.1%	8.2%	.	iBS90_Bu
2737	CM074211.1	39000001	41000000	BgiBS90_003220	BgiBS90_033125	71	14	8	19.7%	11.3%	.	iBS90_Bu
2738	CM074211.1	39500001	41500000	BgiBS90_003220	BgiBS90_033125	72	17	9	23.6%	12.5%	.	iBS90_Bu
2739	CM074211.1	40000001	42000000	BgiBS90_003220	BgiBS90_021338	78	15	6	19.2%	7.7%	.	iBS90_Bu
2740	CM074211.1	40500001	42500000	BgiBS90_005389	BgiBS90_021338	77	13	5	16.9%	6.5%	.	iBS90_Bu
2741	CM074211.1	41000001	43000000	BgiBS90_005815	BgiBS90_030342	81	16	7	19.8%	8.6%	.	iBS90_Bu
2742	CM074211.1	41500001	43500000	BgiBS90_001487	BgiBS90_030342	82	14	5	17.1%	6.1%	.	iBS90_Bu
2743	CM074211.1	42000001	44000000	BgiBS90_001487	BgiBS90_038279	71	12	5	16.9%	7%	.	iBS90_Bu
2744	CM074211.1	42500001	44500000	BgiBS90_001487	BgiBS90_038279	69	12	3	17.4%	4.3%	.	iBS90_Bu
2745	CM074211.1	43000001	45000000	BgiBS90_001487	BgiBS90_038279	54	8	1	14.8%	1.9%	X	iBS90_Bu
2746	CM074212.1	1	2000000	BgiBS90_002877	BgiBS90_038247	73	3	2	4.1%	2.7%	.	iBS90_Bu
2747	CM074212.1	500001	2500000	BgiBS90_002877	BgiBS90_038102	75	6	4	8%	5.3%	.	iBS90_Bu
2748	CM074212.1	1000001	3000000	BgiBS90_002877	BgiBS90_038102	60	7	5	11.7%	8.3%	.	iBS90_Bu
2749	CM074212.1	1500001	3500000	BgiBS90_011698	BgiBS90_035817	50	11	8	22%	16%	.	iBS90_Bu
2750	CM074212.1	2000001	4000000	BgiBS90_011698	BgiBS90_035841	56	13	8	23.2%	14.3%	.	iBS90_Bu
2751	CM074212.1	2500001	4500000	BgiBS90_020547	BgiBS90_035841	50	12	8	24%	16%	.	iBS90_Bu
2752	CM074212.1	3000001	5000000	BgiBS90_020547	BgiBS90_035841	57	13	7	22.8%	12.3%	.	iBS90_Bu
2753	CM074212.1	3500001	5500000	BgiBS90_020547	BgiBS90_035841	69	11	5	15.9%	7.2%	.	iBS90_Bu
2754	CM074212.1	4000001	6000000	BgiBS90_020547	BgiBS90_030975	73	9	3	12.3%	4.1%	.	iBS90_Bu
2755	CM074212.1	4500001	6500000	BgiBS90_020557	BgiBS90_030975	77	9	2	11.7%	2.6%	.	iBS90_Bu
2756	CM074212.1	5000001	7000000	BgiBS90_006345	BgiBS90_030975	84	8	2	9.5%	2.4%	.	iBS90_Bu
2757	CM074212.1	5500001	7500000	BgiBS90_006345	BgiBS90_030975	81	10	4	12.3%	4.9%	.	iBS90_Bu
2758	CM074212.1	6000001	8000000	BgiBS90_006345	BgiBS90_020706	76	12	6	15.8%	7.9%	.	iBS90_Bu
2759	CM074212.1	6500001	8500000	BgiBS90_006345	BgiBS90_020727	72	11	6	15.3%	8.3%	.	iBS90_Bu
2760	CM074212.1	7000001	9000000	BgiBS90_010280	BgiBS90_035993	73	16	11	21.9%	15.1%	.	iBS90_Bu
2761	CM074212.1	7500001	9500000	BgiBS90_010280	BgiBS90_035993	69	14	8	20.3%	11.6%	.	iBS90_Bu
2762	CM074212.1	8000001	10000000	BgiBS90_010280	BgiBS90_035993	61	11	6	18%	9.8%	.	iBS90_Bu
2763	CM074212.1	8500001	10500000	BgiBS90_010280	BgiBS90_035993	61	14	6	23%	9.8%	.	iBS90_Bu
2764	CM074212.1	9000001	11000000	BgiBS90_020755	BgiBS90_035728	48	10	3	20.8%	6.2%	.	iBS90_Bu
2765	CM074212.1	9500001	11500000	BgiBS90_020772	BgiBS90_035728	43	9	3	20.9%	7%	.	iBS90_Bu
2766	CM074212.1	10000001	12000000	BgiBS90_020787	BgiBS90_035728	54	11	5	20.4%	9.3%	.	iBS90_Bu
2767	CM074212.1	10500001	12500000	BgiBS90_020807	BgiBS90_036037	57	7	4	12.3%	7%	.	iBS90_Bu
2768	CM074212.1	11000001	13000000	BgiBS90_020821	BgiBS90_036037	56	7	4	12.5%	7.1%	.	iBS90_Bu
2769	CM074212.1	11500001	13500000	BgiBS90_020834	BgiBS90_036037	70	9	5	12.9%	7.1%	.	iBS90_Bu
2770	CM074212.1	12000001	14000000	BgiBS90_020855	BgiBS90_036037	66	11	4	16.7%	6.1%	.	iBS90_Bu
2771	CM074212.1	12500001	14500000	BgiBS90_020874	BgiBS90_024033	68	13	5	19.1%	7.4%	.	iBS90_Bu
2772	CM074212.1	13000001	15000000	BgiBS90_020888	BgiBS90_024033	81	17	7	21%	8.6%	.	iBS90_Bu
2773	CM074212.1	13500001	15500000	BgiBS90_020914	BgiBS90_024033	67	16	7	23.9%	10.4%	.	iBS90_Bu
2774	CM074212.1	14000001	16000000	BgiBS90_020934	BgiBS90_024033	73	19	11	26%	15.1%	.	iBS90_Bu
2775	CM074212.1	14500001	16500000	BgiBS90_020951	BgiBS90_038122	59	17	10	28.8%	16.9%	.	iBS90_Bu
2776	CM074212.1	15000001	17000000	BgiBS90_020975	BgiBS90_038122	48	13	8	27.1%	16.7%	.	iBS90_Bu
2777	CM074212.1	15500001	17500000	BgiBS90_016426	BgiBS90_038122	62	15	8	24.2%	12.9%	.	iBS90_Bu
2778	CM074212.1	16000001	18000000	BgiBS90_016426	BgiBS90_038122	63	10	3	15.9%	4.8%	.	iBS90_Bu
2779	CM074212.1	16500001	18500000	BgiBS90_016426	BgiBS90_024408	89	15	3	16.9%	3.4%	.	iBS90_Bu
