
LOC106050105	XP_013064065.2
LOC106062885	XP_055881584.1
LOC106062885	XP_055881585.1
LOC106062885	XP_055881586.1
LOC106062887	XP_055873821.1
LOC106062889	XP_055864387.1
LOC106062889	XP_055864388.1
LOC106062891	XP_013076658.2
LOC106062892	XP_013076660.2
LOC106062894	XP_013076661.1
LOC106062895	XP_013076662.1
LOC106062896	XP_055886634.1
LOC106062897	XP_055886669.1
LOC106062898	XP_013076670.2
LOC106062899	XP_013076668.2
LOC106062900	XP_013076669.1
LOC106062901	XP_013076671.2
LOC106062902	XP_013076672.1
LOC106062902	XP_013076673.1
LOC106062903	XP_055886635.1
LOC106062904	XP_055899301.1
LOC106062904	XP_055899302.1
LOC106062904	XP_055899303.1
LOC106062904	XP_055899304.1
LOC106062904	XP_055899305.1
LOC106062911	XP_013076681.2
LOC106062913	XP_055875625.1
LOC106062913	XP_055875626.1
LOC106062913	XP_055875627.1
LOC106062913	XP_055875628.1
LOC106062914	XP_055887111.1
LOC106062914	XP_055887112.1
LOC106062914	XP_055887113.1
LOC106062914	XP_055887114.1
LOC106062914	XP_055887116.1
LOC106062914	XP_055887117.1
LOC106062915	XP_055889454.1
LOC106062916	XP_055872416.1
LOC106062917	XP_055866168.1
LOC106062918	XP_055900342.1
LOC106062919	XP_055870859.1
LOC106062921	XP_055874651.1
LOC106062921	XP_055874652.1
LOC106062921	XP_055874653.1
LOC106062921	XP_055874654.1
LOC106062925	XP_013076694.1
LOC106062928	XP_055901038.1
LOC106062928	XP_055901039.1
LOC106062928	XP_055901040.1
LOC106062929	XP_055861620.1
LOC106062931	XP_055861624.1
LOC106062931	XP_055861625.1
LOC106062931	XP_055861627.1
LOC106062931	XP_055861628.1
LOC106062932	XP_055862151.1
LOC106062933	XP_055861295.1
LOC106062934	XP_055892875.1
LOC106062936	XP_055887119.1
LOC106062936	XP_055887122.1
LOC106062936	XP_055887123.1
LOC106062937	XP_013076700.2
LOC106062937	XP_013076701.2
LOC106062938	XP_055863836.1
LOC106062941	XP_055863837.1
LOC106062941	XP_055863838.1
LOC106062941	XP_055863839.1
LOC106062941	XP_055863842.1
LOC106062942	XP_013076706.2
LOC106062942	XP_055863827.1
LOC106062942	XP_055863828.1
LOC106062942	XP_055863829.1
LOC106062942	XP_055863830.1
LOC106062942	XP_055863831.1
LOC106062942	XP_055863833.1
LOC106062942	XP_055863834.1
LOC106062942	XP_055863835.1
LOC106062944	XP_055872972.1
LOC106062944	XP_055872973.1
LOC106062944	XP_055872974.1
LOC106062946	XP_055877718.1
LOC106062948	XP_055863451.1
LOC106062948	XP_055863452.1
LOC106062948	XP_055863454.1
LOC106062952	XP_055872956.1
LOC106062952	XP_055872957.1
LOC106062952	XP_055872958.1
LOC106062952	XP_055872959.1
LOC106062952	XP_055872960.1
LOC106062952	XP_055872962.1
LOC106062952	XP_055872963.1
LOC106062952	XP_055872964.1
LOC106062952	XP_055872965.1
LOC106062952	XP_055872966.1
LOC106062953	XP_055881844.1
LOC106062953	XP_055881845.1
LOC106062953	XP_055881846.1
LOC106062954	XP_013076721.2
LOC106062959	XP_055889405.1
LOC106062959	XP_055889406.1
LOC106062959	XP_055889407.1
LOC106062960	XP_055888192.1
LOC106062963	XP_013076732.2
LOC106062964	XP_055878234.1
LOC106062964	XP_055878235.1
LOC106062965	XP_055892064.1
LOC106062965	XP_055892065.1
LOC106062966	XP_013076731.1
LOC106062969	NP_001298213.1
LOC106062969	XP_055877114.1
LOC106062970	XP_055873580.1
LOC106062970	XP_055873588.1
LOC106062971	XP_055885819.1
LOC106062972	XP_055873757.1
LOC106062980	XP_013076748.1
LOC106062981	XP_013076746.2
LOC106062982	XP_055864787.1
LOC106062983	XP_055890551.1
LOC106062984	XP_013076749.1
LOC106062986	XP_055896293.1
LOC106062986	XP_055896294.1
LOC106062986	XP_055896295.1
LOC106062986	XP_055896296.1
LOC106062987	XP_013076751.2
LOC106062989	XP_055896187.1
LOC106062989	XP_055896188.1
LOC106062989	XP_055896189.1
LOC106062991	XP_013076757.2
LOC106062991	XP_013076764.2
LOC106062991	XP_013076771.2
LOC106062994	XP_055890552.1
LOC106062997	XP_013076762.1
LOC106062997	XP_013076763.1
LOC106062998	XP_055892670.1
LOC106062999	XP_055867966.1
LOC106063002	XP_055872334.1
LOC106063007	XP_055868992.1
LOC106063009	XP_055863977.1
LOC106063010	XP_013076775.2
LOC106063012	XP_013076776.2
LOC106063013	XP_013076780.2
LOC106063016	XP_055891216.1
LOC106063016	XP_055891217.1
LOC106063022	XP_013076787.2
LOC106063023	XP_055897060.1
LOC106063023	XP_055897061.1
LOC106063023	XP_055897062.1
LOC106063023	XP_055897063.1
LOC106063027	XP_055860410.1
LOC106063027	XP_055860411.1
LOC106063028	XP_055864669.1
LOC106063028	XP_055864670.1
LOC106063029	XP_055862309.1
LOC106063030	XP_013076793.2
LOC106063032	XP_055862893.1
LOC106063034	XP_055892942.1
LOC106063034	XP_055892943.1
LOC106063034	XP_055892944.1
LOC106063034	XP_055892945.1
LOC106063034	XP_055892946.1
LOC106063036	XP_055881976.1
LOC106063039	XP_013076800.2
LOC106063040	XP_055879922.1
LOC106063040	XP_055879923.1
LOC106063040	XP_055879924.1
LOC106063040	XP_055879925.1
LOC106063040	XP_055879926.1
LOC106063040	XP_055879927.1
LOC106063041	XP_055861046.1
LOC106063042	XP_055880765.1
LOC106063043	XP_055886504.1
LOC106063043	XP_055886505.1
LOC106063043	XP_055886506.1
LOC106063043	XP_055886508.1
LOC106063043	XP_055886509.1
LOC106063043	XP_055886510.1
LOC106063045	XP_055897735.1
LOC106063045	XP_055897736.1
LOC106063045	XP_055897737.1
LOC106063045	XP_055897738.1
LOC106063046	XP_055860965.1
LOC106063047	XP_055890860.1
LOC106063050	XP_055890566.1
LOC106063050	XP_055890567.1
LOC106063050	XP_055890568.1
LOC106063051	XP_013076812.1
LOC106063051	XP_013076814.1
LOC106063051	XP_055885557.1
LOC106063052	XP_013076815.1
LOC106063053	XP_055885872.1
LOC106063057	XP_013076820.2
LOC106063060	XP_013076824.1
LOC106063060	XP_013076825.1
LOC106063062	XP_055862446.1
LOC106063064	XP_013076833.2
LOC106063064	XP_013076841.2
LOC106063064	XP_055886492.1
LOC106063065	XP_055881899.1
LOC106063065	XP_055881900.1
LOC106063065	XP_055881901.1
LOC106063065	XP_055881902.1
LOC106063066	XP_013076832.1
LOC106063066	XP_013076834.1
LOC106063066	XP_013076835.1
LOC106063066	XP_055881906.1
LOC106063067	XP_055875319.1
LOC106063067	XP_055875320.1
LOC106063067	XP_055875321.1
LOC106063067	XP_055875322.1
LOC106063067	XP_055875323.1
LOC106063067	XP_055875324.1
LOC106063067	XP_055875325.1
LOC106063068	XP_013076842.2
LOC106063070	XP_013076845.2
LOC106063071	XP_055883740.1
LOC106063071	XP_055883741.1
LOC106063071	XP_055883742.1
LOC106063071	XP_055883743.1
LOC106063071	XP_055883744.1
LOC106063071	XP_055883745.1
LOC106063074	XP_055886493.1
LOC106063074	XP_055886494.1
LOC106063074	XP_055886495.1
LOC106063076	XP_013076849.2
LOC106063077	XP_013076850.2
LOC106063077	XP_055883265.1
LOC106063078	XP_055883837.1
LOC106063078	XP_055883838.1
LOC106063081	XP_013076855.2
LOC106063082	XP_055884209.1
LOC106063084	XP_013076857.2
LOC106063084	XP_013076858.2
LOC106063084	XP_055886733.1
LOC106063085	XP_055886734.1
LOC106063087	XP_055886718.1
LOC106063087	XP_055886719.1
LOC106063090	XP_055889723.1
LOC106063090	XP_055889724.1
LOC106063092	XP_055859604.1
LOC106063092	XP_055859605.1
LOC106063092	XP_055859606.1
LOC106063092	XP_055859607.1
LOC106063092	XP_055859608.1
LOC106063101	XP_055889473.1
LOC106063101	XP_055889474.1
LOC106063101	XP_055889475.1
LOC106063101	XP_055889476.1
LOC106063101	XP_055889477.1
LOC106063103	XP_013076875.2
LOC106063103	XP_055889774.1
LOC106063105	XP_055859849.1
LOC106063105	XP_055859850.1
LOC106063105	XP_055859851.1
LOC106063105	XP_055859853.1
LOC106063105	XP_055859854.1
LOC106063106	XP_055875524.1
LOC106063106	XP_055875525.1
LOC106063106	XP_055875527.1
LOC106063107	XP_055875528.1
LOC106063107	XP_055875529.1
LOC106063107	XP_055875530.1
LOC106063109	XP_055895692.1
LOC106063109	XP_055895693.1
LOC106063109	XP_055895694.1
LOC106063109	XP_055895695.1
LOC106063109	XP_055895696.1
LOC106063109	XP_055895697.1
LOC106063109	XP_055895698.1
LOC106063110	XP_055895689.1
LOC106063110	XP_055895690.1
LOC106063110	XP_055895691.1
LOC106063112	XP_013076884.1
LOC106063117	XP_055881924.1
LOC106063119	XP_055891646.1
LOC106063122	XP_055873556.1
LOC106063123	XP_013076893.1
LOC106063124	XP_055873598.1
LOC106063124	XP_055873602.1
LOC106063124	XP_055873609.1
LOC106063124	XP_055873613.1
LOC106063128	XP_013076897.2
LOC106063129	XP_055863407.1
LOC106063129	XP_055863408.1
LOC106063131	XP_055863409.1
LOC106063131	XP_055863410.1
LOC106063132	XP_055863406.1
LOC106063133	XP_055863920.1
LOC106063133	XP_055863921.1
LOC106063135	XP_013076904.2
LOC106063135	XP_013076905.2
LOC106063135	XP_055894501.1
LOC106063136	XP_055894502.1
LOC106063138	XP_055893489.1
LOC106063138	XP_055893490.1
LOC106063140	XP_055893491.1
LOC106063141	XP_055894013.1
LOC106063141	XP_055894014.1
LOC106063141	XP_055894015.1
LOC106063141	XP_055894016.1
LOC106063142	XP_013077262.2
LOC106063143	XP_055894103.1
LOC106063146	XP_055895068.1
LOC106063146	XP_055895069.1
LOC106063146	XP_055895070.1
LOC106063152	XP_055869941.1
LOC106063154	XP_055881694.1
LOC106063154	XP_055881695.1
LOC106063154	XP_055881696.1
LOC106063157	XP_013076925.2
LOC106063158	XP_013076926.1
LOC106063158	XP_055861936.1
LOC106063158	XP_055861937.1
LOC106063158	XP_055861938.1
LOC106063159	XP_013076927.2
LOC106063159	XP_013076928.2
LOC106063159	XP_055881084.1
LOC106063159	XP_055881085.1
LOC106063159	XP_055881086.1
LOC106063159	XP_055881087.1
LOC106063160	XP_055885670.1
LOC106063160	XP_055885671.1
LOC106063161	XP_055878708.1
LOC106063172	XP_013076940.2
LOC106063174	XP_013076938.2
LOC106063179	XP_055863753.1
LOC106063180	XP_055898988.1
LOC106063182	XP_055897566.1
LOC106063182	XP_055897573.1
LOC106063183	XP_055878421.1
LOC106063187	XP_055874982.1
LOC106063187	XP_055874983.1
LOC106063188	XP_013076950.1
LOC106063188	XP_013076958.1
LOC106063189	XP_055874984.1
LOC106063189	XP_055874985.1
LOC106063190	XP_013076949.1
LOC106063191	XP_055868476.1
LOC106063191	XP_055868477.1
LOC106063191	XP_055868478.1
LOC106063191	XP_055868479.1
LOC106063191	XP_055868480.1
LOC106063191	XP_055868481.1
LOC106063191	XP_055868482.1
LOC106063192	XP_055867746.1
LOC106063192	XP_055867747.1
LOC106063193	XP_013076954.2
LOC106063195	XP_055867742.1
LOC106063195	XP_055867743.1
LOC106063195	XP_055867744.1
LOC106063195	XP_055867745.1
LOC106063197	XP_055869547.1
LOC106063198	XP_055888283.1
LOC106063203	XP_013076969.2
LOC106063204	XP_055860451.1
LOC106063204	XP_055860452.1
LOC106063204	XP_055860453.1
LOC106063204	XP_055860454.1
LOC106063204	XP_055860456.1
LOC106063204	XP_055860457.1
LOC106063204	XP_055860458.1
LOC106063205	XP_013076966.2
LOC106063205	XP_055860837.1
LOC106063206	XP_055860831.1
LOC106063206	XP_055860832.1
LOC106063206	XP_055860833.1
LOC106063206	XP_055860834.1
LOC106063206	XP_055860835.1
LOC106063206	XP_055860836.1
LOC106063208	XP_013076972.2
LOC106063208	XP_055860826.1
LOC106063209	XP_055860600.1
LOC106063209	XP_055860601.1
LOC106063210	XP_013076976.2
LOC106063211	XP_013076977.2
LOC106063212	XP_013076981.1
LOC106063212	XP_013076993.1
LOC106063213	XP_055860838.1
LOC106063213	XP_055860839.1
LOC106063215	XP_055860291.1
LOC106063217	XP_013076983.2
LOC106063218	XP_055860589.1
LOC106063221	XP_055873611.1
LOC106063223	XP_055888528.1
LOC106063225	XP_055898182.1
LOC106063227	XP_055860217.1
LOC106063227	XP_055860218.1
LOC106063229	XP_055898401.1
LOC106063230	XP_055875012.1
LOC106063230	XP_055875013.1
LOC106063231	XP_055890807.1
LOC106063233	XP_055882340.1
LOC106063233	XP_055882341.1
LOC106063233	XP_055882342.1
LOC106063234	XP_055876458.1
LOC106063234	XP_055876459.1
LOC106063235	XP_055896776.1
LOC106063235	XP_055896777.1
LOC106063235	XP_055896778.1
LOC106063235	XP_055896779.1
LOC106063237	XP_055881315.1
LOC106063237	XP_055881316.1
LOC106063239	XP_055895570.1
LOC106063239	XP_055895571.1
LOC106063239	XP_055895573.1
LOC106063239	XP_055895574.1
LOC106063239	XP_055895575.1
LOC106063239	XP_055895576.1
LOC106063239	XP_055895577.1
LOC106063240	XP_013077005.1
LOC106063241	XP_055866917.1
LOC106063241	XP_055866918.1
LOC106063241	XP_055866919.1
LOC106063242	XP_055878097.1
LOC106063244	XP_055885073.1
LOC106063245	XP_055865718.1
LOC106063245	XP_055865719.1
LOC106063245	XP_055865720.1
LOC106063245	XP_055865721.1
LOC106063245	XP_055865722.1
LOC106063245	XP_055865723.1
LOC106063245	XP_055865724.1
LOC106063245	XP_055865725.1
LOC106063245	XP_055865726.1
LOC106063245	XP_055865727.1
LOC106063245	XP_055865728.1
LOC106063245	XP_055865729.1
LOC106063250	XP_055870207.1
LOC106063251	XP_055900911.1
LOC106063254	XP_013077027.2
LOC106063256	XP_013077026.2
LOC106063257	XP_055892751.1
LOC106063261	XP_055865217.1
LOC106063261	XP_055865218.1
LOC106063261	XP_055865219.1
LOC106063262	XP_055876455.1
LOC106063262	XP_055876456.1
LOC106063264	XP_055872836.1
LOC106063264	XP_055872837.1
LOC106063264	XP_055872838.1
LOC106063264	XP_055872839.1
LOC106063264	XP_055872840.1
LOC106063267	XP_013077036.2
LOC106063268	XP_055897845.1
LOC106063268	XP_055897846.1
LOC106063268	XP_055897847.1
LOC106063268	XP_055897848.1
LOC106063271	XP_055876453.1
LOC106063272	XP_055884574.1
LOC106063272	XP_055884575.1
LOC106063272	XP_055884576.1
LOC106063275	XP_055884560.1
LOC106063277	XP_055884495.1
LOC106063277	XP_055884496.1
LOC106063278	XP_013077047.1
LOC106063278	XP_013077048.1
LOC106063278	XP_055874090.1
LOC106063279	XP_013077049.2
LOC106063279	XP_013077050.2
LOC106063280	XP_013077054.2
LOC106063281	XP_013077051.2
LOC106063282	XP_013077052.2
LOC106063282	XP_013077053.2
LOC106063282	XP_055874085.1
LOC106063283	XP_055874081.1
LOC106063283	XP_055874082.1
LOC106063284	XP_055874078.1
LOC106063284	XP_055874080.1
LOC106063285	XP_013077057.2
LOC106063285	XP_055874073.1
LOC106063286	XP_055874074.1
LOC106063286	XP_055874075.1
LOC106063286	XP_055874076.1
LOC106063286	XP_055874077.1
LOC106063287	XP_013077059.2
LOC106063288	XP_013077060.1
LOC106063289	XP_013077065.2
LOC106063289	XP_055874059.1
LOC106063289	XP_055874060.1
LOC106063289	XP_055874061.1
LOC106063289	XP_055874062.1
LOC106063289	XP_055874063.1
LOC106063289	XP_055874064.1
LOC106063289	XP_055874065.1
LOC106063289	XP_055874066.1
LOC106063289	XP_055874067.1
LOC106063289	XP_055874068.1
LOC106063290	XP_013077066.2
LOC106063290	XP_013077067.2
LOC106063290	XP_013077068.2
LOC106063290	XP_055874053.1
LOC106063290	XP_055874054.1
LOC106063290	XP_055874055.1
LOC106063290	XP_055874056.1
LOC106063290	XP_055874057.1
LOC106063290	XP_055874058.1
LOC106063291	XP_055874044.1
LOC106063291	XP_055874045.1
LOC106063291	XP_055874046.1
LOC106063291	XP_055874047.1
LOC106063291	XP_055874048.1
LOC106063291	XP_055874049.1
LOC106063291	XP_055874050.1
LOC106063291	XP_055874051.1
LOC106063291	XP_055874052.1
LOC106063293	XP_055874038.1
LOC106063293	XP_055874039.1
LOC106063293	XP_055874040.1
LOC106063293	XP_055874041.1
LOC106063295	XP_013077084.1
LOC106063296	XP_055874088.1
LOC106063297	XP_013077082.2
LOC106063297	XP_055874083.1
LOC106063298	XP_055874028.1
LOC106063298	XP_055874030.1
LOC106063300	XP_013077086.1
LOC106063300	XP_055874069.1
LOC106063300	XP_055874070.1
LOC106063301	XP_055874033.1
LOC106063301	XP_055874034.1
LOC106063301	XP_055874035.1
LOC106063302	XP_055874036.1
LOC106063306	XP_013077130.2
LOC106063306	XP_055876444.1
LOC106063306	XP_055876445.1
LOC106063306	XP_055876446.1
LOC106063306	XP_055876447.1
LOC106063306	XP_055876449.1
LOC106063306	XP_055876450.1
LOC106063306	XP_055876451.1
LOC106063306	XP_055876452.1
LOC106063307	XP_055866465.1
LOC106063311	XP_055865434.1
LOC106063315	XP_055869917.1
LOC106063317	XP_055883587.1
LOC106063318	XP_013077103.2
LOC106063319	XP_013077104.2
LOC106063319	XP_013077106.2
LOC106063319	XP_055876434.1
LOC106063319	XP_055876435.1
LOC106063321	XP_013077107.2
LOC106063321	XP_055871309.1
LOC106063322	XP_013077109.2
LOC106063323	XP_013077110.1
LOC106063324	XP_013077111.2
LOC106063324	XP_013077112.2
LOC106063324	XP_055871289.1
LOC106063324	XP_055871290.1
LOC106063325	XP_055873595.1
LOC106063326	XP_013077113.2
LOC106063327	XP_055871306.1
LOC106063328	XP_013077118.2
LOC106063329	XP_055886615.1
LOC106063330	XP_013077119.2
LOC106063331	XP_055864672.1
LOC106063331	XP_055864673.1
LOC106063334	XP_055888367.1
LOC106063334	XP_055888368.1
LOC106063335	XP_055887968.1
LOC106063339	XP_055883855.1
LOC106063344	XP_013077131.2
LOC106063344	XP_055891911.1
LOC106063345	XP_013077132.2
LOC106063346	XP_055891236.1
LOC106063346	XP_055891237.1
LOC106063346	XP_055891238.1
LOC106063347	XP_055899341.1
LOC106063347	XP_055899342.1
LOC106063349	XP_055893006.1
LOC106063350	XP_055891583.1
LOC106063351	XP_013077139.2
LOC106063351	XP_013077141.2
LOC106063351	XP_055891588.1
LOC106063352	XP_055891578.1
LOC106063352	XP_055891580.1
LOC106063352	XP_055891581.1
LOC106063352	XP_055891582.1
LOC106063354	XP_013077145.1
LOC106063354	XP_013077146.1
LOC106063354	XP_055887238.1
LOC106063356	XP_055886680.1
LOC106063356	XP_055886681.1
LOC106063357	XP_013077150.2
LOC106063360	XP_013077155.2
LOC106063361	XP_055872332.1
LOC106063361	XP_055872333.1
LOC106063362	XP_013077154.2
LOC106063362	XP_013077156.2
LOC106063362	XP_055862471.1
LOC106063362	XP_055862472.1
LOC106063362	XP_055862473.1
LOC106063362	XP_055862474.1
LOC106063362	XP_055862475.1
LOC106063362	XP_055862476.1
LOC106063362	XP_055862477.1
LOC106063362	XP_055862479.1
LOC106063362	XP_055862480.1
LOC106063362	XP_055862481.1
LOC106063362	XP_055862482.1
LOC106063362	XP_055862483.1
LOC106063362	XP_055862484.1
LOC106063363	XP_013077157.2
LOC106063365	XP_013077158.2
LOC106063365	XP_013077159.2
LOC106063366	XP_013077162.2
LOC106063366	XP_013077163.2
LOC106063366	XP_055862491.1
LOC106063366	XP_055862492.1
LOC106063368	XP_013077165.2
LOC106063368	XP_013077166.2
LOC106063368	XP_013077167.2
LOC106063368	XP_013077169.2
LOC106063368	XP_013077172.2
LOC106063368	XP_055862486.1
LOC106063368	XP_055862487.1
LOC106063368	XP_055862488.1
LOC106063369	XP_055862489.1
LOC106063370	XP_055862465.1
LOC106063370	XP_055862466.1
LOC106063370	XP_055862467.1
LOC106063370	XP_055862468.1
LOC106063370	XP_055862469.1
LOC106063371	XP_055894563.1
LOC106063372	XP_055864489.1
LOC106063372	XP_055864490.1
LOC106063372	XP_055864491.1
LOC106063372	XP_055864492.1
LOC106063372	XP_055864493.1
LOC106063373	XP_055871968.1
LOC106063377	XP_055863072.1
LOC106063377	XP_055863073.1
LOC106063380	XP_013077182.2
LOC106063381	XP_013077185.2
LOC106063381	XP_055899709.1
LOC106063381	XP_055899722.1
LOC106063381	XP_055899729.1
LOC106063382	XP_013077192.2
LOC106063383	XP_055899736.1
LOC106063383	XP_055899744.1
LOC106063383	XP_055899753.1
LOC106063384	XP_013077189.1
LOC106063384	XP_013077190.1
LOC106063384	XP_055899778.1
LOC106063384	XP_055899783.1
LOC106063384	XP_055899790.1
LOC106063387	XP_055868784.1
LOC106063388	XP_055867779.1
LOC106063389	XP_013077196.1
LOC106063390	XP_055864706.1
LOC106063393	XP_013077203.1
LOC106063394	XP_055897260.1
LOC106063397	XP_055890243.1
LOC106063400	XP_055869688.1
LOC106063400	XP_055869689.1
LOC106063400	XP_055869690.1
LOC106063401	XP_055869691.1
LOC106063401	XP_055869692.1
LOC106063401	XP_055869693.1
LOC106063402	XP_013077209.2
LOC106063403	XP_013077221.2
LOC106063403	XP_055885458.1
LOC106063403	XP_055885459.1
LOC106063404	XP_055869959.1
LOC106063404	XP_055869960.1
LOC106063406	XP_013077212.2
LOC106063407	XP_055869766.1
LOC106063407	XP_055869767.1
LOC106063410	XP_013077215.2
LOC106063410	XP_055870673.1
LOC106063411	XP_013077217.1
LOC106063411	XP_013077218.2
LOC106063411	XP_013077219.1
LOC106063412	XP_013077220.2
LOC106063414	XP_055869487.1
LOC106063414	XP_055869488.1
LOC106063414	XP_055869489.1
LOC106063414	XP_055869490.1
LOC106063414	XP_055869491.1
LOC106063414	XP_055869492.1
LOC106063414	XP_055869493.1
LOC106063414	XP_055869494.1
LOC106063414	XP_055869496.1
LOC106063414	XP_055869497.1
LOC106063416	XP_013077226.1
LOC106063416	XP_013077229.1
LOC106063416	XP_055869485.1
LOC106063416	XP_055869486.1
LOC106063417	XP_013077233.2
LOC106063418	XP_013077231.2
LOC106063420	XP_055865799.1
LOC106063420	XP_055865800.1
LOC106063420	XP_055865801.1
LOC106063420	XP_055865802.1
LOC106063423	XP_013077237.2
LOC106063424	XP_055872820.1
LOC106063424	XP_055872821.1
LOC106063424	XP_055872822.1
LOC106063424	XP_055872823.1
LOC106063424	XP_055872824.1
LOC106063426	XP_055885519.1
LOC106063426	XP_055885520.1
LOC106063426	XP_055885521.1
LOC106063426	XP_055885522.1
LOC106063428	XP_013077243.1
LOC106063428	XP_013077244.1
LOC106063429	XP_013077246.2
LOC106063430	XP_055891092.1
LOC106063431	XP_055891357.1
LOC106063431	XP_055891359.1
LOC106063432	XP_055891475.1
LOC106063432	XP_055891476.1
LOC106063432	XP_055891477.1
LOC106063432	XP_055891478.1
LOC106063437	XP_055870300.1
LOC106063439	XP_055868246.1
LOC106063439	XP_055868248.1
LOC106063439	XP_055868249.1
LOC106063439	XP_055868250.1
LOC106063439	XP_055868251.1
LOC106063439	XP_055868252.1
LOC106063439	XP_055868253.1
LOC106063439	XP_055868254.1
LOC106063440	XP_055875951.1
LOC106063440	XP_055875960.1
LOC106063440	XP_055875967.1
LOC106063440	XP_055875973.1
LOC106063441	XP_055874504.1
LOC106063443	XP_013077264.2
LOC106063443	XP_013077272.2
LOC106063444	XP_013077260.2
LOC106063447	XP_055869655.1
LOC106063447	XP_055869656.1
LOC106063447	XP_055869657.1
LOC106063450	XP_055882494.1
LOC106063452	XP_013077269.1
LOC106063452	XP_055876085.1
LOC106063452	XP_055876086.1
LOC106063453	XP_013077273.1
LOC106063455	XP_055901211.1
LOC106063456	XP_055890628.1
LOC106063457	XP_013077277.2
LOC106063459	XP_013077281.2
LOC106063459	XP_013077283.2
LOC106063459	XP_055893962.1
LOC106063459	XP_055893963.1
LOC106063460	XP_013077286.2
LOC106063460	XP_013077287.2
LOC106063460	XP_055893964.1
LOC106063461	XP_055894904.1
LOC106063462	XP_055895215.1
LOC106063462	XP_055895216.1
LOC106063462	XP_055895217.1
LOC106063462	XP_055895218.1
LOC106063462	XP_055895219.1
LOC106063462	XP_055895220.1
LOC106063462	XP_055895221.1
LOC106063468	XP_013077300.2
LOC106063468	XP_055886015.1
LOC106063469	XP_055874391.1
LOC106063469	XP_055874392.1
LOC106063470	XP_055877943.1
LOC106063472	XP_055868395.1
LOC106063472	XP_055868396.1
LOC106063472	XP_055868397.1
LOC106063472	XP_055868398.1
LOC106063473	XP_013077301.2
LOC106063474	XP_013077304.2
LOC106063474	XP_055869004.1
LOC106063475	XP_055868980.1
LOC106063476	XP_013077306.2
LOC106063476	XP_055868475.1
LOC106063477	XP_013077310.2
LOC106063477	XP_013077311.2
LOC106063477	XP_055868034.1
LOC106063478	XP_013077315.2
LOC106063478	XP_013077316.2
LOC106063478	XP_013077317.2
LOC106063478	XP_013077318.2
LOC106063478	XP_013077319.2
LOC106063478	XP_055868036.1
LOC106063478	XP_055868037.1
LOC106063478	XP_055868038.1
LOC106063478	XP_055868039.1
LOC106063478	XP_055868040.1
LOC106063478	XP_055868041.1
LOC106063478	XP_055868043.1
LOC106063479	XP_055884487.1
LOC106063479	XP_055884488.1
LOC106063479	XP_055884490.1
LOC106063480	XP_013077320.1
LOC106063480	XP_013077321.1
LOC106063480	XP_013077323.1
LOC106063480	XP_055868286.1
LOC106063480	XP_055868287.1
LOC106063481	XP_013077325.2
LOC106063481	XP_055868288.1
LOC106063481	XP_055868289.1
LOC106063481	XP_055868290.1
LOC106063482	XP_055868187.1
LOC106063482	XP_055868188.1
LOC106063482	XP_055868189.1
LOC106063483	XP_055868473.1
LOC106063483	XP_055868474.1
LOC106063484	XP_055868534.1
LOC106063484	XP_055868535.1
LOC106063484	XP_055868536.1
LOC106063484	XP_055868537.1
LOC106063484	XP_055868538.1
LOC106063485	XP_013077336.2
LOC106063486	XP_013077333.2
LOC106063486	XP_013077334.2
LOC106063486	XP_013077335.2
LOC106063486	XP_013077337.2
LOC106063486	XP_013077338.2
LOC106063486	XP_055868263.1
LOC106063486	XP_055868264.1
LOC106063486	XP_055868265.1
LOC106063486	XP_055868266.1
LOC106063486	XP_055868268.1
LOC106063486	XP_055868269.1
LOC106063486	XP_055868270.1
LOC106063486	XP_055868271.1
LOC106063487	XP_013077339.2
LOC106063488	XP_055867683.1
LOC106063488	XP_055867685.1
LOC106063489	XP_013077341.1
LOC106063489	XP_055867692.1
LOC106063490	XP_013077342.2
LOC106063491	XP_055901440.1
LOC106063496	XP_055892374.1
LOC106063497	XP_055873387.1
LOC106063497	XP_055873388.1
LOC106063498	XP_055880365.1
LOC106063500	XP_013077349.2
LOC106063500	XP_055872310.1
LOC106063500	XP_055872311.1
LOC106063501	XP_055872177.1
LOC106063506	XP_013077353.2
LOC106063506	XP_055898164.1
LOC106063507	XP_013077354.2
LOC106063507	XP_013077355.2
LOC106063508	XP_013077356.2
LOC106063508	XP_055897668.1
LOC106063508	XP_055897669.1
LOC106063508	XP_055897670.1
LOC106063509	XP_055859834.1
LOC106063509	XP_055859835.1
LOC106063509	XP_055859836.1
LOC106063509	XP_055859837.1
LOC106063510	XP_055898163.1
LOC106063511	XP_013077360.2
LOC106063512	XP_055898433.1
LOC106063512	XP_055898434.1
LOC106063512	XP_055898435.1
LOC106063519	XP_055883767.1
LOC106063519	XP_055883768.1
LOC106063519	XP_055883769.1
LOC106063519	XP_055883770.1
LOC106063523	XP_055870830.1
LOC106063523	XP_055870831.1
LOC106063523	XP_055870832.1
LOC106063526	XP_055865501.1
LOC106063526	XP_055865502.1
LOC106063526	XP_055865503.1
LOC106063526	XP_055865505.1
LOC106063526	XP_055865506.1
LOC106063526	XP_055865507.1
LOC106063526	XP_055865508.1
LOC106063527	XP_013077378.2
LOC106063527	XP_055884482.1
LOC106063532	XP_055882579.1
LOC106063535	XP_055891584.1
LOC106063535	XP_055891585.1
LOC106063537	XP_055885335.1
LOC106063537	XP_055885336.1
LOC106063537	XP_055885337.1
